postCode,city,street
1210,Wien,Jedleseer Straße vor 66-94
1030,Wien,Landstraßer Hauptstraße 119
1150,Wien,Dreihausgasse ggü. 42
1120,Wien,Pohlgasse 19
1060,Wien,Amerlingstraße 6
1020,Wien,Weintraubengasse 18
1120,Wien,Siebertgasse 22
1090,Wien,Straße des achten Mai
1170,Wien,Josef-Redl-Gasse ggü. 1
1090,Wien,Porzellangasse 4-6
1180,Wien,Währinger Straße vor 71
1160,Wien,Zagorskigasse 20-22
1190,Wien,Grinzinger Allee vor 26
1140,Wien,Linzer Straße 386-390
1050,Wien,Margaretenstraße 88-90
1030,Wien,Anton-von-Webern-Platz 1
1220,Wien,Arbeiterstrandbadstraße vor 130
1170,Wien,Rötzergasse 43
1030,Wien,Erdbergstraße 143
1030,Wien,Erdbergstraße 15
1090,Wien,Pramergasse 23
1150,Wien,Hütteldorfer Straße ggü. 29
1110,Wien,Geiselbergstraße vor 50
1160,Wien,Neumayrgasse 26
1180,Wien,Herbeckstraße vor 2
1230,Wien,Perfektastraße ggü. 78-80
1070,Wien,Schottenfeldgasse 31
1190,Wien,Döblinger Hauptstraße 7A
1160,Wien,Ludo-Hartmann-Platz ggü. 1
1130,Wien,Lainzerbachstraße ggü. 214
1200,Wien,Vorgartenstraße vor 29
1170,Wien,Hernalser Hauptstraße vor 218
1120,Wien,Hervicusgasse 1/3
1110,Wien,Simmeringer Hauptstraße 128
1120,Wien,Eichenstraße vor 66
1210,Wien,Thayagasse 9
1070,Wien,Bandgasse 45
1150,Wien,Clementinengasse 28
1030,Wien,Erdbergstraße 139
1030,Wien,Weinlechnergasse 2
1220,Wien,Fahngasse vor 2
1120,Wien,Wildgartenallee 27
1190,Wien,Muthgasse 26
1030,Wien,Sebastianplatz 4
1110,Wien,Roschègasse 1
1160,Wien,Wilhelminenstraße 46
1020,Wien,Taborstraße 82-88
1220,Wien,Maria-Tusch-Straße ggü. 21
1210,Wien,Lottgasse 1
1110,Wien,Zinnergasse 34
1120,Wien,Altmannsdorfer Straße vor 76a/11
1120,Wien,Niederhofstraße vor 18
1170,Wien,Hernalser Hauptstraße 156
1080,Wien,Breitenfelder Gasse vor 13
1190,Wien,Sonnbergplatz 9
1080,Wien,Florianigasse 50
1160,Wien,Hasnerstraße ggü. 124b
1160,Wien,Ottakringer Straße 113
1090,Wien,Reznicekgasse 1
1060,Wien,Stumpergasse 1
1090,Wien,Canisiusgasse 6
1160,Wien,Landsteinergasse 8
1030,Wien,Rennweg 80
1170,Wien,Diepoldplatz geg. 1
1040,Wien,Wiedner Gürtel 22
1170,Wien,Hernalser Hauptstraße 72-74
1090,Wien,Löblichgasse 2
1110,Wien,Guglgasse 11
1210,Wien,Andreas-Hofer-Straße 19
1170,Wien,Hernalser Hauptstraße vor 187
1010,Wien,Canovagasse 7
1230,Wien,Breitenfurter Straße 281A
1050,Wien,Margaretenstraße vor 156
1190,Wien,Heiligenstädter Straße vor 45
1050,Wien,Wiedner Hauptstraße 84-86
1140,Wien,Weinzierlgasse 12
1110,Wien,Lindenbauergasse 11
1070,Wien,Siebensterngasse 11
1220,Wien,Industriestraße ggü. 59
1020,Wien,Böcklinstraße 15
1030,Wien,Thomas-Klestil-Platz 15
1120,Wien,Schönbrunner Straße 269
1060,Wien,Mariahilfer Gürtel 32
1040,Wien,Schönburgstraße 1
1200,Wien,Raffaelgasse ggü. 16
1180,Wien,Gertrudplatz 6
1170,Wien,Dornbacher Straße 20
1040,Wien,Theresianumgasse 31
1100,Wien,Sonnwendgasse 13
1160,Wien,Baumeistergasse 6
1080,Wien,Alser Straße vor 21
1160,Wien,Neulerchenfelder Straße 33
1180,Wien,Gersthofer Straße vor 135/1
1190,Wien,Sieveringer Straße 75A
1140,Wien,Missindorfstraße 21
1140,Wien,Maroltingergasse 2
1150,Wien,Mariahilfer Straße 136
1190,Wien,Heiligenstädter Straße vor 123
1210,Wien,Trillergasse 4
1150,Wien,Oeverseestraße ggü. 14
1030,Wien,Bechardgasse 25
1020,Wien,Franzensbrückenstraße vor 8
1030,Wien,Kardinal-Nagl-Platz 16
1030,Wien,Löwengasse 1
1110,Wien,Meidlgasse 39
1020,Wien,Gredlerstraße vor 2-4
1010,Wien,Schottenring vor 16
1190,Wien,Grinzinger Straße 85
1230,Wien,Breitenfurter Straße 372A
1080,Wien,Lerchenfelder Straße vor 78-80
1150,Wien,Goldschlagstraße 101
1110,Wien,Kaiser-Ebersdorfer Straße 86
1010,Wien,Kärntner Straße 57
1010,Wien,Schottenring 27
1040,Wien,Wiedner Hauptstraße vor 50
1070,Wien,Ahornergasse 5
1140,Wien,Penzinger Straße 54
1180,Wien,Gentzgasse 22-24
1160,Wien,Johann-Nepomuk-Berger-Platz bei 10
1030,Wien,Am Modenapark 10
1030,Wien,Apostelgasse 11
1020,Wien,Lessinggasse 23
1190,Wien,Sieveringer Straße 175
1190,Wien,Greinergasse vor 36-40
1210,Wien,Stammersdorfer Straße vor 137
1190,Wien,Krottenbachstraße 185
1080,Wien,Skodagasse 32
1210,Wien,Anton-Störck-Gasse 84
1050,Wien,Schönbrunner Straße vor 25
1130,Wien,Feldkellergasse vor 3
1230,Wien,Knotzenbachgasse ggü. 46
1060,Wien,Gumpendorfer Straße 6
1030,Wien,Rasumofskygasse 3-5
1200,Wien,Traisengasse vor 2
1120,Wien,Wienerbergstraße 8A
1200,Wien,Karajangasse vor 2
1090,Wien,Liechtensteinstraße 2
1030,Wien,Rennweg 25
1200,Wien,Lorenz-Müller-Gasse 5
1210,Wien,Fultonstraße vor 31/4
1160,Wien,Arltgasse 10-14
1090,Wien,Nußdorfer Straße vor 71
1100,Wien,Innovationsstraße 1
1160,Wien,Musilplatz 15
1140,Wien,Ameisbachzeile 2
1190,Wien,Weinberggasse 79
1010,Wien,Parkring 12
1040,Wien,Faulmanngasse vor 4
1130,Wien,Lainzer Straße vor 155
1150,Wien,Sparkassaplatz 4
1160,Wien,Weyprechtgasse 5
1120,Wien,Flurschützstraße 28
1110,Wien,Svetelskystraße vor 6
1060,Wien,Gumpendorfer Straße 118
1140,Wien,Seckendorfstraße ggü. 2
1180,Wien,Antonigasse vor 2
1120,Wien,Hohenbergstraße 58
1030,Wien,Fasangasse 27
1170,Wien,Andergasse 12/3
1160,Wien,Ottakringer Straße 264
1070,Wien,Badhausgasse 11
1160,Wien,Montleartstraße 52
1160,Wien,Richard-Wagner-Platz ggü. 16
1010,Wien,Stubenring vor 22
1030,Wien,Im Erdberger Mais 3-1
1100,Wien,Bürgergasse 16
1040,Wien,Mattiellistraße 3
1080,Wien,Albertgasse 13
1040,Wien,Schönburgstraße ggü. 12
1100,Wien,Maria-Lassnig-Straße 1
1070,Wien,Burggasse 33
1010,Wien,Parkring 18
1030,Wien,Kolonitzplatz 3
1130,Wien,Seckendorff-Gudent-Weg geg. 4
1010,Wien,Josef-Meinrad-Platz 1
1190,Wien,Sandgasse 5
1210,Wien,Am Spitz vor 9
1190,Wien,Nedergasse 2-4
1190,Wien,Billrothstraße vor 42
1180,Wien,Höhnegasse 2
1020,Wien,Klanggasse 7
1120,Wien,Am Europlatz 2
1040,Wien,Waaggasse bei 3
1030,Wien,Erdberger Lände 38
1160,Wien,Seeböckgasse 51
1160,Wien,Hyrtlgasse 22
1010,Wien,Reichsratsstraße 11
1160,Wien,Demuthgasse ggü. 27
1060,Wien,Schmalzhofgasse 4
1020,Wien,Walcherstraße 8
1010,Wien,Johannesgasse 33
1060,Wien,Linke Wienzeile 122
1210,Wien,Bubergasse 2
1160,Wien,Brüßlgasse 36
1110,Wien,Simmeringer Hauptstraße vor 236
1210,Wien,Kollarzgasse ggü 3
1010,Wien,Opernring 17
1050,Wien,Einsiedlerplatz ggü. 8
1020,Wien,Ausstellungsstraße 11
1180,Wien,Gentzgasse vor 104
1010,Wien,Morzinplatz vor 4
1170,Wien,Kalvarienberggasse 55
1030,Wien,Lilienthalgasse 15
1040,Wien,Prinz-Eugen-Straße vor 42
1140,Wien,Grassigasse 1-3
2351,Wiener Neudorf,Lindenweg 1
1210,Wien,Scheydgasse 13
1100,Wien,Quellenstraße 101
1160,Wien,Herbststraße 39
1020,Wien,Leopold-Moses-Gasse vor 1
1060,Wien,Linke Wienzeile 70
1050,Wien,Wiedner Hauptstraße vor 131
1170,Wien,Alszeile vor 117
1030,Wien,Traungasse 9
1050,Wien,Siebenbrunnengasse vor 2
1140,Wien,Waidhausenstraße 45
1070,Wien,Wimbergergasse 14
1090,Wien,Alserbachstraße vor 12
1140,Wien,Heschweg 100
1060,Wien,Mollardgasse 78
1210,Wien,Leopoldauer Platz 79
1180,Wien,Anastasius-Grün-Gasse 14
1010,Wien,Babenbergerstraße 5
1090,Wien,Julius-Tandler-Platz 5
1150,Wien,Sechshauser Straße 108
1020,Wien,Malzgasse ggü. 2
1170,Wien,Hernalser Hauptstraße vor 109
1090,Wien,Spittelauer Lände vor 15-21
1020,Wien,Krummbaumgasse ggü. 14
1100,Wien,Marianne-Pollak-Gasse 5
1030,Wien,Haidingergasse 17
1160,Wien,Paletzgasse 28
1090,Wien,Fürstengasse 4
1030,Wien,Paulusplatz 3a
1090,Wien,Währinger Straße 45
1160,Wien,Veronikagasse 1
1020,Wien,Obere Donaustraße vor 19
1230,Wien,Porschestraße vor 21-23
1100,Wien,Absberggasse 22
1190,Wien,Eyblergasse 2
1070,Wien,Zieglergasse 2
1160,Wien,Herbststraße 80-84
1220,Wien,Attemsgasse vor 2
1120,Wien,Hetzendorfer Straße 1A
1040,Wien,Radeckgasse ggü. 5
1090,Wien,Seegasse 17
1170,Wien,Heuberggasse vor 9
1080,Wien,Lerchenfelder Straße vor 4
1010,Wien,Schubertring 14
1090,Wien,Lazarettgasse 27
1020,Wien,Castellezgasse 4
1150,Wien,Koberweingasse vor 1
1070,Wien,Apollogasse 19
1210,Wien,Brünner Straße vor 75
8993,Grundlsee,Archkogl 31
4822,St. Agatha,St. Agatha 10
4600,Wels,Waidhausenstraße 26
4851,Gampern,Hauptstrasse  14
4600,Wels,Hamerlingstraße 4
4600,Wels,Rosenauerstraße 11
4600,Thalheim bei Wels,Traunufer Arkade 1
4600,Wels,"Grieskirchner Straße
 45"
4600,Wels,Bahnhofstraße 64-66
4600,Wels,Stadtplatz 1
4650,Lambach,Marktplatz 8
4600,Wels,Weidenweg 1
4600,Wels,Doktor-Koss-Straße  4
4600,Wels,Donauschwabenstraße 1
4822,Bad Goisern,Stambach 22
1210,Wien,Brünner Straße 52
4600,Wels,Bauernstraße 2
483,Obertraun,Obertraun 34
4600,Thalheim bei Wels,Pöschlstraße 2
4600,Schleißheim,Dorfstraße 14
8794,Vordernberg,Hauptplatz
4600,Wels,Ringstraße 27
5280,Braunau am Inn,Ringstraße  60
4600,Wels,Wiesenstraße 39
9640,Kötschach-Mauthen,Kötschach 270
9920,Sillian,Sillian 86
2120,Wolkersdorf,Resselstrasse 16
9620,Hermagor,Blumengasse 5
9900,Lienz,Tiroler Straße 17 
9781,Oberdrauburg,Marktstraße 22
